"","id_policy","tarif"
"587","A00000536-V01",250.138167845838
"588","A00000537-V01",217.825175558146
"589","A00000537-V02",218.692394669326
"590","A00000538-V01",217.538250850905
"591","A00000539-V01",248.025966732446
"592","A00000540-V01",246.228171638018
"593","A00000541-V01",246.238826781387
"594","A00000542-V01",242.619389719535
"595","A00000543-V01",255.145282386073
"596","A00000544-V01",241.834908145575
"597","A00000545-V01",217.707952982834
"598","A00000546-V01",224.342054400787
"599","A00000547-V01",230.152331948064
"600","A00000548-V01",212.685901949524
"601","A00000549-V01",209.14820534256
"602","A00000550-V01",246.602302834048
"603","A00000551-V01",233.494076773207
"604","A00000552-V01",222.978418282572
"605","A00000553-V01",248.000832240428
"606","A00000554-V01",215.742922440128
"607","A00000555-V01",245.513190283729
"608","A00000555-V02",258.097851049517
"609","A00000556-V01",241.725927515816
"610","A00000557-V01",239.31992155933
"611","A00000558-V01",258.872423477622
"612","A00000559-V01",236.499119454029
"613","A00000560-V01",245.031032459242
"614","A00000561-V01",253.962159928602
"615","A00000561-V02",233.07292892482
"616","A00000562-V01",216.55900453158
"617","A00000563-V01",240.402089224604
"618","A00000564-V01",232.58718304609
"619","A00000565-V01",234.374714764086
"620","A00000566-V01",243.71647706944
"621","A00000567-V01",237.763961969234
"622","A00000568-V01",222.326853187265
"623","A00000569-V01",230.152331948064
"624","A00000569-V02",218.692394669326
"625","A00000570-V01",251.269253947362
"626","A00000571-V01",233.129695081968
"627","A00000572-V01",234.567517527387
"628","A00000573-V01",237.170178402014
"629","A00000574-V01",205.17355472499
"630","A00000575-V01",255.825336985683
"631","A00000575-V02",246.238826781387
"632","A00000575-V03",240.569470786387
"633","A00000576-V01",232.080264028159
"634","A00000577-V01",242.818974767844
"635","A00000578-V01",229.995552666514
"636","A00000579-V01",232.681466020128
"637","A00000580-V01",206.357712656033
"638","A00000581-V01",245.584255781
"639","A00000582-V01",273.194630306549
"640","A00000583-V01",231.651956624131
"641","A00000584-V01",217.135983207796
"642","A00000585-V01",234.567517527387
"643","A00000586-V01",215.18551209337
"644","A00000587-V01",270.740600222926
"645","A00000588-V01",215.18551209337
"646","A00000589-V01",232.023753403315
"647","A00000590-V01",226.170766630547
"648","A00000591-V01",225.152661125444
"649","A00000592-V01",243.916964610464
"650","A00000593-V01",254.713298490614
"651","A00000594-V01",238.32480191953
"652","A00000595-V01",238.467191460359
"653","A00000596-V01",234.567517527387
"654","A00000597-V01",204.794151645464
"655","A00000597-V02",221.871832363171
"656","A00000598-V01",239.31992155933
"657","A00000599-V01",250.274108250121
"658","A00000600-V01",257.022054904245
"659","A00000601-V01",226.821792886875
"660","A00000602-V01",238.086180424048
"661","A00000603-V01",232.443005458761
"662","A00000604-V01",254.242556185966
"663","A00000605-V01",212.685901949524
"664","A00000606-V01",220.550328752314
"665","A00000607-V01",234.374714764086
"666","A00000608-V01",232.269393000527
"667","A00000608-V02",232.269393000527
"668","A00000609-V01",230.182982746823
"669","A00000610-V01",223.762426661802
"670","A00000611-V01",242.800738403149
"671","A00000612-V01",228.960229924289
"672","A00000613-V01",227.399156766967
"673","A00000614-V01",251.380332054146
"674","A00000615-V01",220.32975395619
"675","A00000616-V01",233.409216638411
"676","A00000617-V01",229.646114378465
"677","A00000618-V01",235.107779665419
"678","A00000619-V01",209.689976823965
"679","A00000620-V01",258.672315018064
"680","A00000621-V01",235.947519614353
"681","A00000622-V01",229.146816289916
"682","A00000623-V01",214.216856604668
"683","A00000624-V01",237.20758777411
"684","A00000625-V01",239.998316463108
"685","A00000626-V01",217.538250850905
"686","A00000627-V01",253.684585927026
"687","A00000628-V01",212.957126663792
"688","A00000629-V01",232.256298840962
"689","A00000630-V01",238.458309101405
"690","A00000631-V01",241.70777324194
"691","A00000632-V01",241.550929506873
"692","A00000633-V01",228.960229924289
"693","A00000634-V01",238.839093825931
"694","A00000635-V01",229.571092626738
"695","A00000636-V01",240.767369517828
"696","A00000637-V01",221.326051021122
"697","A00000638-V01",224.17697050046
"698","A00000638-V02",217.538250850905
"699","A00000639-V01",231.727658383347
"700","A00000640-V01",200.153904772008
"701","A00000641-V01",228.885432240161
"702","A00000642-V01",236.152379397337
"703","A00000643-V01",254.418750932411
"704","A00000644-V01",233.319679266293
"705","A00000645-V01",213.315405373328
"706","A00000646-V01",223.130178461017
"707","A00000647-V01",242.829988008252
"708","A00000648-V01",239.357670015127
"709","A00000649-V01",231.884129429048
"710","A00000650-V01",250.34201273042
"711","A00000651-V01",212.096535343078
"712","A00000652-V01",238.458309101405
"713","A00000653-V01",226.829419148723
"714","A00000654-V01",214.781136948587
"715","A00000655-V01",227.39813515805
"716","A00000655-V02",225.808348725719
"717","A00000656-V01",243.737419582515
"718","A00000657-V01",250.302531963411
"719","A00000658-V01",236.499119454029
"720","A00000659-V01",214.216856604668
"721","A00000660-V01",224.865334587907
"722","A00000661-V01",219.473004608502
"723","A00000662-V01",224.774245741714
"724","A00000663-V01",216.55900453158
"725","A00000664-V01",238.586704489421
"726","A00000665-V01",229.939549660627
"727","A00000666-V01",223.853105472441
"728","A00000667-V01",246.775367404247
"729","A00000667-V02",233.129695081968
"730","A00000668-V01",235.947519614353
"731","A00000669-V01",217.135983207796
"732","A00000670-V01",270.609979044621
"733","A00000671-V01",222.326853187265
"734","A00000672-V01",218.692394669326
"735","A00000673-V01",236.499119454029
"736","A00000674-V01",217.538250850905
"737","A00000675-V01",216.55900453158
"738","A00000675-V02",237.014437799703
"739","A00000676-V01",237.20758777411
"740","A00000677-V01",236.693669808128
"741","A00000677-V02",244.161430000119
"742","A00000678-V01",223.853105472441
"743","A00000679-V01",215.584166280033
"744","A00000680-V01",251.587124082495
"745","A00000681-V01",243.565400586222
"746","A00000682-V01",247.161077280028
"747","A00000683-V01",251.380332054146
"748","A00000684-V01",211.399253428837
"749","A00000685-V01",210.309816710071
"750","A00000686-V01",230.60917759561
"751","A00000687-V01",256.194597088953
"752","A00000688-V01",214.781136948587
"753","A00000688-V02",208.42066311833
"754","A00000689-V01",228.960229924289
"755","A00000690-V01",226.773595094418
"756","A00000691-V01",226.170766630547
"757","A00000692-V01",248.911585569243
"758","A00000693-V01",220.16762253933
"759","A00000694-V01",201.058969767898
"760","A00000694-V02",227.637007781261
"761","A00000695-V01",241.637990303455
"762","A00000696-V01",247.474755832616
"763","A00000696-V02",245.584255781
"764","A00000696-V03",233.751681859348
"765","A00000697-V01",211.260805168744
"766","A00000698-V01",220.32975395619
"767","A00000699-V01",229.318094741884
"768","A00000700-V01",237.866285840493
"769","A00000701-V01",246.756154728201
"770","A00000702-V01",212.685901949524
"771","A00000703-V01",238.93643334002
"772","A00000704-V01",231.651956624131
"773","A00000705-V01",215.18551209337
"774","A00000706-V01",238.24262526127
"775","A00000707-V01",241.725927515816
"776","A00000708-V01",259.05182680687
